ProductID;LastYear;Zip;Units;Revenue;Country;Date
2235;31/12/2008;M4R;1;708.225;Canada;31/12/2009
2235;31/12/2008;M4T;1;708.225;Canada;31/12/2009
2241;31/12/2008;M4R;1;891.975;Canada;31/12/2009
757;31/12/2008;H1B;1;839.475;Canada;31/12/2009
758;31/12/2008;K1Y;1;839.475;Canada;31/12/2009
767;31/12/2008;K1Y;1;1.049.475;Canada;31/12/2009
1975;31/12/2008;M5X;1;576.975;Canada;31/12/2009
2240;31/12/2008;M3K;2;178.395;Canada;31/12/2009
2254;31/12/2008;R3S;1;603.225;Canada;31/12/2009
2255;31/12/2008;M4R;1;603.225;Canada;31/12/2009
609;31/12/2008;R3G;1;8.292.375;Canada;31/12/2009
726;31/12/2008;M5P;2;241.395;Canada;31/12/2009
2234;31/12/2008;M4R;1;708.225;Canada;31/12/2009
2240;31/12/2008;M4R;1;891.975;Canada;31/12/2009
2240;31/12/2008;M6P;1;891.975;Canada;31/12/2009
2252;31/12/2008;R2W;1;1.364.475;Canada;31/12/2009
2252;31/12/2008;K1H;1;1.364.475;Canada;31/12/2009
2255;31/12/2008;M4Y;1;603.225;Canada;31/12/2009
725;31/12/2008;M6G;1;1.206.975;Canada;31/12/2009
396;08/01/2009;M7Y;1;8.922.375;Canada;08/01/2010
609;08/01/2009;M6S;1;8.292.375;Canada;08/01/2010
1975;28/12/2008;M5P;1;576.975;Canada;28/12/2009
2205;28/12/2008;R3B;1;1.574.475;Canada;28/12/2009
2250;28/12/2008;R3G;2;251.895;Canada;28/12/2009
2254;28/12/2008;R3H;1;603.225;Canada;28/12/2009
768;28/12/2008;M4V;1;1.049.475;Canada;28/12/2009
933;28/12/2008;L5G;1;5.774.475;Canada;28/12/2009
964;28/12/2008;M4E;1;3.149.475;Canada;28/12/2009
1927;28/12/2008;M4E;2;199.395;Canada;28/12/2009
2055;28/12/2008;L5N;1;5.695.725;Canada;28/12/2009
2255;28/12/2008;R3H;1;603.225;Canada;28/12/2009
2400;28/12/2008;M4V;1;944.475;Canada;28/12/2009
740;28/12/2008;L5N;1;1.731.975;Canada;28/12/2009
1974;28/12/2008;R3H;1;576.975;Canada;28/12/2009
1975;28/12/2008;M6H;1;576.975;Canada;28/12/2009
2235;28/12/2008;R3H;3;2.124.675;Canada;28/12/2009
2251;28/12/2008;R2W;1;1.259.475;Canada;28/12/2009
2255;28/12/2008;R3W;1;603.225;Canada;28/12/2009
714;28/12/2008;R3H;1;1.626.975;Canada;28/12/2009
758;28/12/2008;M6P;1;839.475;Canada;28/12/2009
1926;28/12/2008;M4E;2;199.395;Canada;28/12/2009
1974;28/12/2008;M5P;1;576.975;Canada;28/12/2009
2169;28/12/2008;M6G;1;5.352.375;Canada;28/12/2009
2204;28/12/2008;R3B;1;1.574.475;Canada;28/12/2009
757;28/12/2008;M4V;1;839.475;Canada;28/12/2009
964;28/12/2008;L5N;1;3.201.975;Canada;28/12/2009
1987;28/12/2008;R3V;1;1.626.975;Canada;28/12/2009
2141;28/12/2008;M5L;1;4.722.375;Canada;28/12/2009
392;29/12/2008;K1N;1;5.105.625;Canada;29/12/2009
413;29/12/2008;K1N;1;11.809.875;Canada;29/12/2009
393;29/12/2008;K1N;1;5.105.625;Canada;29/12/2009
767;31/12/2008;H1B;1;1.049.475;Canada;31/12/2009
1926;31/12/2008;M5R;1;996.975;Canada;31/12/2009
2205;31/12/2008;M6G;1;1.574.475;Canada;31/12/2009
2234;31/12/2008;M4T;1;708.225;Canada;31/12/2009
2241;31/12/2008;M6P;1;891.975;Canada;31/12/2009
2253;31/12/2008;K1H;1;1.364.475;Canada;31/12/2009
816;31/12/2008;H1H;1;3.306.975;Canada;31/12/2009
2234;31/12/2008;M4P;1;708.225;Canada;31/12/2009
2253;31/12/2008;M5A;1;1.364.475;Canada;31/12/2009
2254;31/12/2008;R3C;1;603.225;Canada;31/12/2009
2269;31/12/2008;M7Y;1;2.886.975;Canada;31/12/2009
31;02/01/2009;M5L;1;761.25;Canada;02/01/2010
635;02/01/2009;K1N;1;8.607.375;Canada;02/01/2010
1392;02/01/2009;R3T;1;161.07;Canada;02/01/2010
1091;02/01/2009;M6P;1;1.810.725;Canada;02/01/2010
1435;02/01/2009;R3G;1;330.645;Canada;02/01/2010
2227;02/01/2009;M4V;1;3.254.475;Canada;02/01/2010
2255;02/01/2009;L5N;1;603.225;Canada;02/01/2010
1065;02/01/2009;M4E;1;3.044.475;Canada;02/01/2010
1091;02/01/2009;M4E;1;1.810.725;Canada;02/01/2010
758;28/02/2010;R3Y;1;734.475;Canada;28/02/2011
800;28/02/2010;R3E;1;2.624.475;Canada;28/02/2011
826;28/02/2010;M7Y;1;9.291.975;Canada;28/02/2011
2047;28/02/2010;R3N;1;3.831.975;Canada;28/02/2011
2219;28/02/2010;L5N;1;1.416.975;Canada;28/02/2011
2374;28/02/2010;M4V;2;1.301.895;Canada;28/02/2011
475;28/02/2010;K1R;1;1037.4;Canada;28/02/2011
728;28/02/2010;M4V;1;629.475;Canada;28/02/2011
976;28/02/2010;R3B;1;3.254.475;Canada;28/02/2011
1017;28/02/2010;L5P;1;2.886.975;Canada;28/02/2011
1483;28/02/2010;R3G;1;70.77;Canada;28/02/2011
964;28/02/2010;R3V;1;3.306.975;Canada;28/02/2011
976;28/02/2010;R3G;1;3.254.475;Canada;28/02/2011
992;28/02/2010;M4Y;1;2.781.975;Canada;28/02/2011
1484;28/02/2010;R3G;1;70.77;Canada;28/02/2011
2375;28/02/2010;M4E;1;6.981.975;Canada;28/02/2011
727;28/02/2010;M4V;1;629.475;Canada;28/02/2011
910;28/02/2010;R3B;1;4.304.475;Canada;28/02/2011
915;28/02/2010;M6H;1;5.564.475;Canada;28/02/2011
2254;02/01/2009;L5N;1;603.225;Canada;02/01/2010
683;02/01/2009;R3B;1;8.397.375;Canada;02/01/2010
1182;02/01/2009;M4E;1;1.574.475;Canada;02/01/2010
1436;02/01/2009;R3G;1;330.645;Canada;02/01/2010
1066;02/01/2009;M4E;1;3.044.475;Canada;02/01/2010
1092;02/01/2009;M4E;1;1.810.725;Canada;02/01/2010
1092;02/01/2009;M6P;1;1.810.725;Canada;02/01/2010
1391;02/01/2009;R3T;1;161.07;Canada;02/01/2010
2226;02/01/2009;M4V;1;3.254.475;Canada;02/01/2010
2359;02/01/2009;M6S;1;4.304.475;Canada;02/01/2010
604;03/01/2009;M6S;1;4.806.375;Canada;03/01/2010
499;03/01/2009;M5R;1;883.05;Canada;03/01/2010
1031;04/01/2009;R3G;1;10.497.375;Canada;04/01/2010
443;05/01/2009;M4N;1;828.975;Canada;05/01/2010
475;05/01/2009;R3N;1;10.072.125;Canada;05/01/2010
681;05/01/2009;L5P;1;6.822.375;Canada;05/01/2010
1040;07/01/2009;R3H;1;12.597.375;Canada;07/01/2010
2054;07/01/2009;L5G;1;5.459.475;Canada;07/01/2010
785;15/01/2009;L5R;1;681.975;Canada;15/01/2010
1751;15/01/2009;M5L;1;6.824.475;Canada;15/01/2010
786;15/01/2009;L5R;1;681.975;Canada;15/01/2010
475;16/01/2009;K1H;1;996.45;Canada;16/01/2010
645;16/01/2009;L5R;1;7.294.875;Canada;16/01/2010
475;17/01/2009;M6G;1;10.072.125;Canada;17/01/2010
1066;17/01/2009;R3T;2;608.895;Canada;17/01/2010
1065;17/01/2009;R3T;2;608.895;Canada;17/01/2010
475;17/01/2009;M4N;1;10.072.125;Canada;17/01/2010
647;19/01/2009;R3G;1;9.006.375;Canada;19/01/2010
574;19/01/2009;M5L;1;8.691.375;Canada;19/01/2010
396;19/01/2009;L5N;1;8.922.375;Canada;19/01/2010
2016;21/01/2009;L5N;1;3.044.475;Canada;21/01/2010
565;01/03/2010;K1N;1;8.906.625;Canada;01/03/2011
499;01/03/2010;M6G;1;9.116.625;Canada;01/03/2011
606;01/03/2010;M4Y;1;3.378.375;Canada;01/03/2011
1009;27/06/2010;M5S;1;996.975;Canada;27/06/2011
762;27/06/2010;M6H;1;1.731.975;Canada;27/06/2011
826;27/06/2010;K2P;1;9.449.475;Canada;27/06/2011
915;27/06/2010;M4V;1;5.564.475;Canada;27/06/2011
2064;27/06/2010;K1K;1;4.960.725;Canada;27/06/2011
761;27/06/2010;M6H;1;1.731.975;Canada;27/06/2011
826;27/06/2010;L5S;1;9.449.475;Canada;27/06/2011
1201;27/06/2010;M5L;1;5.774.475;Canada;27/06/2011
1935;27/06/2010;R3H;1;1.364.475;Canada;27/06/2011
2053;27/06/2010;L5G;1;3.306.975;Canada;27/06/2011
1184;21/01/2009;R3N;1;6.299.475;Canada;21/01/2010
2353;21/01/2009;L5N;1;4.146.975;Canada;21/01/2010
785;22/01/2009;R3V;1;681.975;Canada;22/01/2010
725;22/01/2009;R3V;1;1.206.975;Canada;22/01/2010
757;22/01/2009;R3V;1;839.475;Canada;22/01/2010
2343;26/10/2008;V7M;1;4.461.975;Canada;26/10/2009
933;26/10/2008;T3G;1;5.774.475;Canada;26/10/2009
443;26/10/2008;T2L;1;828.975;Canada;26/10/2009
604;26/10/2008;T6J;1;4.806.375;Canada;26/10/2009
730;26/10/2008;T2X;1;3.096.975;Canada;26/10/2009
1075;26/10/2008;V5X;1;2.598.225;Canada;26/10/2009
2235;26/10/2008;T5G;1;708.225;Canada;26/10/2009
609;26/10/2008;T5H;1;8.292.375;Canada;26/10/2009
596;27/10/2008;T2J;1;7.767.375;Canada;27/10/2009
596;27/10/2008;T6T;1;7.767.375;Canada;27/10/2009
396;23/11/2008;V6H;1;8.922.375;Canada;23/11/2009
443;23/11/2008;T5B;1;828.975;Canada;23/11/2009
2380;28/05/2010;R2C;2;587.895;Canada;28/05/2011
604;28/05/2010;V6Z;1;4.948.125;Canada;28/05/2011
551;28/05/2010;V6J;1;9.221.625;Canada;28/05/2011
1934;28/05/2010;T2X;1;1.364.475;Canada;28/05/2011
2083;28/05/2010;T2J;1;3.149.475;Canada;28/05/2011
1215;26/06/2010;T6G;1;3.411.975;Canada;26/06/2011
550;23/11/2008;T3R;1;4.291.875;Canada;23/11/2009
635;23/11/2008;V5Z;1;8.607.375;Canada;23/11/2009
2074;23/11/2008;T6V;1;3.359.475;Canada;23/11/2009
1426;25/11/2008;T5B;1;304.395;Canada;25/11/2009
1425;25/11/2008;T5B;1;304.395;Canada;25/11/2009
758;26/11/2008;V6Z;1;839.475;Canada;26/11/2009
2400;26/11/2008;V6L;1;944.475;Canada;26/11/2009
758;26/11/2008;T2L;1;839.475;Canada;26/11/2009
757;26/11/2008;V6N;1;839.475;Canada;26/11/2009
1975;26/11/2008;V5Z;1;576.975;Canada;26/11/2009
757;26/11/2008;V6Z;1;839.475;Canada;26/11/2009
757;26/11/2008;T2L;1;839.475;Canada;26/11/2009
1062;26/11/2008;V5V;1;1.495.725;Canada;26/11/2009
1926;26/11/2008;V6J;1;996.975;Canada;26/11/2009
702;26/11/2008;T2J;1;2.886.975;Canada;26/11/2009
1061;26/11/2008;V5V;1;1.495.725;Canada;26/11/2009
1927;26/11/2008;V6J;1;996.975;Canada;26/11/2009
475;26/11/2008;V6J;1;10.072.125;Canada;26/11/2009
758;26/11/2008;V6N;1;839.475;Canada;26/11/2009
1974;26/11/2008;V5Z;1;576.975;Canada;26/11/2009
1075;27/11/2008;T6H;1;2.598.225;Canada;27/11/2009
786;27/11/2008;T6J;1;681.975;Canada;27/11/2009
2254;27/11/2008;V6H;1;603.225;Canada;27/11/2009
400;27/11/2008;T5Y;1;7.347.375;Canada;27/11/2009
488;27/11/2008;T6J;1;10.072.125;Canada;27/11/2009
714;27/11/2008;V6H;1;1.626.975;Canada;27/11/2009
2055;27/11/2008;T5S;1;5.695.725;Canada;27/11/2009
467;27/11/2008;T6X;1;9.006.375;Canada;27/11/2009
467;27/11/2008;R2G;1;9.006.375;Canada;27/11/2009
1076;27/11/2008;T6H;1;2.598.225;Canada;27/11/2009
396;27/11/2008;T6E;1;8.922.375;Canada;27/11/2009
713;27/11/2008;V6H;1;1.626.975;Canada;27/11/2009
785;27/11/2008;T6J;1;681.975;Canada;27/11/2009
2054;27/11/2008;T2X;2;1.091.895;Canada;27/11/2009
2255;27/11/2008;V6H;1;603.225;Canada;27/11/2009
2388;27/11/2008;T5K;1;3.096.975;Canada;27/11/2009
910;27/11/2008;V6G;1;4.304.475;Canada;27/11/2009
1062;28/11/2008;V6R;1;1.495.725;Canada;28/11/2009
2235;28/11/2008;V7N;1;708.225;Canada;28/11/2009
647;28/11/2008;V6R;1;9.006.375;Canada;28/11/2009
1062;28/11/2008;V5V;1;1.495.725;Canada;28/11/2009
758;28/11/2008;T6H;1;839.475;Canada;28/11/2009
2241;28/11/2008;T6R;1;891.975;Canada;28/11/2009
2251;28/11/2008;V7Y;1;1.259.475;Canada;28/11/2009
559;28/11/2008;T6X;1;6.244.875;Canada;28/11/2009
740;28/11/2008;T2C;1;1.731.975;Canada;28/11/2009
785;28/11/2008;V7Y;1;681.975;Canada;28/11/2009
757;28/11/2008;T6H;1;839.475;Canada;28/11/2009
786;28/11/2008;V7Y;1;681.975;Canada;28/11/2009
1061;28/11/2008;V6R;1;1.495.725;Canada;28/11/2009
966;14/02/2010;V6H;1;4.724.475;Canada;14/02/2011
992;14/02/2010;V5Z;1;2.781.975;Canada;14/02/2011
1894;14/02/2010;T2C;1;7.349.475;Canada;14/02/2011
854;14/02/2010;R2G;1;6.824.475;Canada;14/02/2011
433;15/02/2010;R2C;1;8.801.625;Canada;15/02/2011
681;15/02/2010;T2J;1;7.158.375;Canada;15/02/2011
758;15/02/2010;V5N;1;734.475;Canada;15/02/2011
609;15/02/2010;T2A;1;8.502.375;Canada;15/02/2011
757;15/02/2010;V5N;1;734.475;Canada;15/02/2011
551;15/02/2010;T6G;1;9.221.625;Canada;15/02/2011
596;15/02/2010;R2C;1;7.972.125;Canada;15/02/2011
681;15/02/2010;V6R;1;7.158.375;Canada;15/02/2011
2269;17/02/2010;T6E;1;2.939.475;Canada;17/02/2011
396;17/02/2010;T6V;1;9.137.625;Canada;17/02/2011
966;17/02/2010;T6L;1;4.724.475;Canada;17/02/2011
702;28/11/2008;T5H;1;2.886.975;Canada;28/11/2009
1061;28/11/2008;V5V;1;1.495.725;Canada;28/11/2009
1086;28/11/2008;T5G;1;84;Canada;28/11/2009
1085;28/11/2008;T5G;1;84;Canada;28/11/2009
2240;28/11/2008;T6R;1;891.975;Canada;28/11/2009
2250;28/11/2008;V7Y;1;1.259.475;Canada;28/11/2009
739;28/11/2008;T2C;1;1.731.975;Canada;28/11/2009
2234;28/11/2008;V7N;1;708.225;Canada;28/11/2009
631;29/11/2008;V7Y;1;3.567.375;Canada;29/11/2009
768;29/11/2008;T6J;1;1.049.475;Canada;29/11/2009
2234;29/11/2008;V5Z;1;708.225;Canada;29/11/2009
725;29/11/2008;T6J;1;1.206.975;Canada;29/11/2009
2204;29/11/2008;V6J;1;1.574.475;Canada;29/11/2009
726;29/11/2008;V5K;1;1.206.975;Canada;29/11/2009
785;29/11/2008;T6E;1;681.975;Canada;29/11/2009
785;29/11/2008;V5V;1;681.975;Canada;29/11/2009
786;29/11/2008;V5Z;1;681.975;Canada;29/11/2009
992;29/11/2008;T2X;1;2.781.975;Canada;29/11/2009
2055;29/11/2008;T2J;1;5.695.725;Canada;29/11/2009
2205;29/11/2008;V6J;1;1.574.475;Canada;29/11/2009
2235;29/11/2008;V5Z;1;708.225;Canada;29/11/2009
2388;29/11/2008;T6V;1;3.096.975;Canada;29/11/2009
467;29/11/2008;T6T;1;9.006.375;Canada;29/11/2009
767;29/11/2008;T6J;1;1.049.475;Canada;29/11/2009
785;29/11/2008;V7P;1;681.975;Canada;29/11/2009
786;29/11/2008;T6E;1;681.975;Canada;29/11/2009
725;29/11/2008;V5K;1;1.206.975;Canada;29/11/2009
726;29/11/2008;T6J;1;1.206.975;Canada;29/11/2009
786;30/11/2008;T5Y;1;681.975;Canada;30/11/2009
786;30/11/2008;V6G;1;681.975;Canada;30/11/2009
396;01/12/2008;T2L;1;8.922.375;Canada;01/12/2009
1974;03/12/2008;T2X;1;576.975;Canada;03/12/2009
1975;03/12/2008;T2X;1;576.975;Canada;03/12/2009
725;04/12/2008;V7W;1;1.206.975;Canada;04/12/2009
786;04/12/2008;V7W;1;681.975;Canada;04/12/2009
609;04/12/2008;V6A;1;8.292.375;Canada;04/12/2009
726;04/12/2008;V6M;1;1.206.975;Canada;04/12/2009
767;04/12/2008;V6M;2;209.895;Canada;04/12/2009
785;04/12/2008;V5V;1;681.975;Canada;04/12/2009
2270;04/12/2008;R2K;1;3.149.475;Canada;04/12/2009
725;04/12/2008;R2L;1;1.206.975;Canada;04/12/2009
726;04/12/2008;V7W;1;1.206.975;Canada;04/12/2009
559;04/12/2008;T2X;1;6.244.875;Canada;04/12/2009
606;04/12/2008;V5N;1;3.231.375;Canada;04/12/2009
1038;18/09/2008;R3G;1;13.647.375;Canada;18/09/2009
992;19/09/2008;M5X;1;2.781.975;Canada;19/09/2009
1213;19/09/2008;H3H;1;5.669.475;Canada;19/09/2009
768;19/09/2008;R3B;1;1.049.475;Canada;19/09/2009
767;19/09/2008;R3B;1;1.049.475;Canada;19/09/2009
2250;20/09/2008;R3V;1;1.259.475;Canada;20/09/2009
565;20/09/2008;M5X;1;8.817.375;Canada;20/09/2009
574;20/09/2008;R3M;1;8.691.375;Canada;20/09/2009
2255;20/09/2008;R3V;1;603.225;Canada;20/09/2009
2251;20/09/2008;R3V;1;1.259.475;Canada;20/09/2009
2254;20/09/2008;R3V;1;603.225;Canada;20/09/2009
606;21/09/2008;R3E;1;3.231.375;Canada;21/09/2009
676;21/09/2008;R3H;1;837.375;Canada;21/09/2009
2053;21/09/2008;M5X;1;3.254.475;Canada;21/09/2009
976;21/09/2008;R3G;1;3.149.475;Canada;21/09/2009
1003;21/09/2008;R3H;1;865.725;Canada;21/09/2009
1201;21/09/2008;L5P;1;5.774.475;Canada;21/09/2009
609;22/09/2008;R3E;1;8.292.375;Canada;22/09/2009
1034;22/09/2008;K2P;1;9.972.375;Canada;22/09/2009
687;22/09/2008;L5R;1;4.564.875;Canada;22/09/2009
964;24/09/2008;M6H;1;3.201.975;Canada;24/09/2009
400;24/09/2008;M5L;1;7.347.375;Canada;24/09/2009
2407;24/09/2008;M5X;1;813.225;Canada;24/09/2009
2374;24/09/2008;L5P;1;6.614.475;Canada;24/09/2009
1038;24/09/2008;M6H;1;13.647.375;Canada;24/09/2009
725;27/05/2010;R2V;1;1.101.975;Canada;27/05/2011
967;27/05/2010;M4E;1;6.719.475;Canada;27/05/2011
2153;08/07/2010;K2P;1;5.774.475;Canada;08/07/2011
609;08/07/2010;M4E;1;8.502.375;Canada;08/07/2011
914;08/07/2010;M4E;1;5.774.475;Canada;08/07/2011
270;08/07/2010;L5T;1;4.564.875;Canada;08/07/2011
634;08/07/2010;L5R;1;897.75;Canada;08/07/2011
927;08/07/2010;L5R;1;4.514.475;Canada;08/07/2011
2055;08/07/2010;L5P;1;5.695.725;Canada;08/07/2011
1201;01/07/2010;L5N;1;5.774.475;Canada;01/07/2011
1181;01/07/2010;R3V;1;4.199.475;Canada;01/07/2011
726;25/09/2008;R2V;1;1.206.975;Canada;25/09/2009
725;25/09/2008;R2V;1;1.206.975;Canada;25/09/2009
826;26/09/2008;H1B;1;9.186.975;Canada;26/09/2009
862;26/09/2008;R3H;1;1.784.475;Canada;26/09/2009
976;26/09/2008;R3T;1;3.149.475;Canada;26/09/2009
475;26/09/2008;R3H;1;10.072.125;Canada;26/09/2009
785;05/03/2010;R3H;1;576.975;Canada;05/03/2011
785;05/03/2010;R3W;2;115.395;Canada;05/03/2011
739;28/01/2009;R3G;1;1.731.975;Canada;28/01/2010
1014;28/01/2009;M5X;1;865.725;Canada;28/01/2010
2205;28/01/2009;M6S;1;1.574.475;Canada;28/01/2010
2332;28/01/2009;M5L;1;4.199.475;Canada;28/01/2010
2332;28/01/2009;M5X;1;4.199.475;Canada;28/01/2010
757;29/01/2009;M6G;1;839.475;Canada;29/01/2010
758;29/01/2009;R3W;1;839.475;Canada;29/01/2010
786;29/01/2009;M7Y;1;681.975;Canada;29/01/2010
989;29/01/2009;M5X;1;4.199.475;Canada;29/01/2010
757;29/01/2009;R3W;1;839.475;Canada;29/01/2010
758;29/01/2009;M6G;1;839.475;Canada;29/01/2010
785;29/01/2009;M7Y;1;681.975;Canada;29/01/2010
819;29/01/2009;M6G;1;9.711.975;Canada;29/01/2010
990;29/01/2009;K1Y;1;4.304.475;Canada;29/01/2010
691;30/01/2009;H1B;1;3.514.875;Canada;30/01/2010
910;30/01/2009;L5N;2;860.895;Canada;30/01/2010
796;30/01/2009;R3H;1;2.781.975;Canada;30/01/2010
795;30/01/2009;R3H;1;2.781.975;Canada;30/01/2010
786;30/01/2009;M6H;1;681.975;Canada;30/01/2010
785;30/01/2009;M6H;1;681.975;Canada;30/01/2010
816;30/01/2009;L5B;1;3.306.975;Canada;30/01/2010
816;30/01/2009;L5T;1;3.306.975;Canada;30/01/2010
227;31/01/2009;L5P;1;7.977.375;Canada;31/01/2010
816;31/01/2009;K1R;1;3.306.975;Canada;31/01/2010
2254;31/01/2009;K2P;1;603.225;Canada;31/01/2010
729;31/01/2009;L5P;1;3.096.975;Canada;31/01/2010
730;31/01/2009;L5P;1;3.096.975;Canada;31/01/2010
1978;31/01/2009;M6G;1;2.624.475;Canada;31/01/2010
609;31/01/2009;M6G;1;8.292.375;Canada;31/01/2010
992;31/01/2009;R3V;1;2.781.975;Canada;31/01/2010
786;05/03/2010;R3W;2;115.395;Canada;05/03/2011
1767;05/03/2010;M5P;1;9.974.475;Canada;05/03/2011
786;05/03/2010;R3H;1;576.975;Canada;05/03/2011
559;06/03/2010;R3E;1;6.433.875;Canada;06/03/2011
631;06/03/2010;R3B;1;3.714.375;Canada;06/03/2011
1330;06/03/2010;M4R;1;141.645;Canada;06/03/2011
1109;06/03/2010;R3A;1;2.099.475;Canada;06/03/2011
691;06/03/2010;M4E;1;3.514.875;Canada;06/03/2011
726;06/03/2010;R3H;1;1.101.975;Canada;06/03/2011
396;06/03/2010;R3G;1;9.137.625;Canada;06/03/2011
725;06/03/2010;R3H;1;1.101.975;Canada;06/03/2011
1110;06/03/2010;R3A;1;2.099.475;Canada;06/03/2011
1329;06/03/2010;M4R;1;141.645;Canada;06/03/2011
571;07/03/2010;M5X;1;527.1;Canada;07/03/2011
1979;31/01/2009;M6G;1;2.624.475;Canada;31/01/2010
769;31/01/2009;M6G;1;2.624.475;Canada;31/01/2010
2046;31/01/2009;R3T;1;4.330.725;Canada;31/01/2010
2255;31/01/2009;K2P;1;603.225;Canada;31/01/2010
992;31/01/2009;R3H;1;2.781.975;Canada;31/01/2010
1920;31/01/2009;R3V;1;2.624.475;Canada;31/01/2010
770;31/01/2009;M6G;1;2.624.475;Canada;31/01/2010
606;02/02/2009;R3M;1;3.231.375;Canada;02/02/2010
2240;04/02/2009;M4Y;1;891.975;Canada;04/02/2010
475;04/02/2009;M5X;1;10.072.125;Canada;04/02/2010
2074;04/02/2009;L5N;1;3.359.475;Canada;04/02/2010
2064;04/02/2009;L5R;1;4.960.725;Canada;04/02/2010
2269;04/02/2009;M6H;1;2.886.975;Canada;04/02/2010
2359;04/02/2009;M6H;1;4.304.475;Canada;04/02/2010
1188;04/02/2009;L5N;1;4.619.475;Canada;04/02/2010
2252;04/02/2009;M6H;1;1.364.475;Canada;04/02/2010
2269;04/02/2009;L5G;1;2.886.975;Canada;04/02/2010
1990;04/02/2009;M6H;1;2.624.475;Canada;04/02/2010
2241;04/02/2009;M4Y;1;891.975;Canada;04/02/2010
2253;04/02/2009;M6H;1;1.364.475;Canada;04/02/2010
2400;04/02/2009;M5S;1;944.475;Canada;04/02/2010
2045;04/02/2009;L5G;1;4.199.475;Canada;04/02/2010
396;05/02/2009;R3G;1;8.922.375;Canada;05/02/2010
396;05/02/2009;R3A;1;8.922.375;Canada;05/02/2010
910;05/02/2009;R3H;1;4.304.475;Canada;05/02/2010
2074;05/02/2009;R3H;1;3.359.475;Canada;05/02/2010
726;06/02/2009;R3A;1;1.206.975;Canada;06/02/2010
574;06/02/2009;M4Y;1;8.691.375;Canada;06/02/2010
574;06/02/2009;M5P;1;8.691.375;Canada;06/02/2010
725;06/02/2009;R3A;1;1.206.975;Canada;06/02/2010
609;07/03/2010;M5L;1;8.502.375;Canada;07/03/2011
2400;07/03/2010;L5K;1;891.975;Canada;07/03/2011
681;09/01/2009;M6J;1;6.822.375;Canada;09/01/2010
396;09/01/2009;K1R;1;8.922.375;Canada;09/01/2010
596;10/01/2009;R3G;1;7.767.375;Canada;10/01/2010
609;10/01/2009;M5H;1;8.292.375;Canada;10/01/2010
1123;11/01/2009;L5P;1;2.729.475;Canada;11/01/2010
445;28/02/2010;L5T;1;8.827.875;Canada;28/02/2011
770;28/02/2010;R3E;1;2.624.475;Canada;28/02/2011
966;28/02/2010;R3V;1;4.724.475;Canada;28/02/2011
1174;28/02/2010;M4E;1;5.774.475;Canada;28/02/2011
2054;28/02/2010;M5N;1;5.459.475;Canada;28/02/2011
2218;28/02/2010;L5N;1;1.416.975;Canada;28/02/2011
2396;28/02/2010;M5X;1;891.975;Canada;28/02/2011
76;28/02/2010;M4Y;1;865.725;Canada;28/02/2011
609;28/02/2010;M4V;1;8.502.375;Canada;28/02/2011
631;28/02/2010;L5T;1;3.714.375;Canada;28/02/2011
826;28/02/2010;R3V;1;9.449.475;Canada;28/02/2011
1915;28/02/2010;H1B;1;4.671.975;Canada;28/02/2011
964;28/02/2010;M4E;1;3.306.975;Canada;28/02/2011
1131;28/02/2010;M4R;1;4.304.475;Canada;28/02/2011
757;28/02/2010;R3Y;1;734.475;Canada;28/02/2011
769;28/02/2010;R3E;1;2.624.475;Canada;28/02/2011
967;28/02/2010;R3M;1;6.561.975;Canada;28/02/2011
2280;28/02/2010;R3G;1;1.548.225;Canada;28/02/2011
658;11/01/2009;M4E;1;9.079.875;Canada;11/01/2010
445;12/01/2009;M5X;1;860.475;Canada;12/01/2010
816;14/01/2009;M5L;1;3.306.975;Canada;14/01/2010
796;14/01/2009;R3G;1;2.781.975;Canada;14/01/2010
962;14/01/2009;H1B;1;4.881.975;Canada;14/01/2010
1443;14/01/2009;M6P;1;107.52;Canada;14/01/2010
910;14/01/2009;M6H;1;4.304.475;Canada;14/01/2010
635;14/01/2009;K1N;1;8.607.375;Canada;14/01/2010
990;14/01/2009;H1B;1;4.409.475;Canada;14/01/2010
1426;14/01/2009;L5R;1;304.395;Canada;14/01/2010
1425;14/01/2009;L5R;1;304.395;Canada;14/01/2010
2269;14/01/2009;M5X;1;2.886.975;Canada;14/01/2010
443;14/01/2009;M5X;1;828.975;Canada;14/01/2010
795;14/01/2009;R3G;1;2.781.975;Canada;14/01/2010
1444;14/01/2009;M6P;1;107.52;Canada;14/01/2010
2064;12/02/2009;L4Y;1;4.960.725;Canada;12/02/2010
2241;12/02/2009;L5V;1;891.975;Canada;12/02/2010
2262;12/02/2009;L5R;1;2.991.975;Canada;12/02/2010
550;12/02/2009;M6H;1;4.291.875;Canada;12/02/2010
2263;12/02/2009;L5R;1;2.991.975;Canada;12/02/2010
2269;12/02/2009;M6S;1;2.886.975;Canada;12/02/2010
2400;12/02/2009;R2V;1;944.475;Canada;12/02/2010
1003;12/02/2009;R3V;1;865.725;Canada;12/02/2010
2284;12/02/2009;M7Y;1;3.096.975;Canada;12/02/2010
609;12/02/2009;K1R;1;8.292.375;Canada;12/02/2010
2400;12/02/2009;L5H;1;944.475;Canada;12/02/2010
2240;12/02/2009;L5V;1;891.975;Canada;12/02/2010
574;13/02/2009;M6H;1;8.691.375;Canada;13/02/2010
964;30/05/2010;L5N;1;3.201.975;Canada;30/05/2011
